sub_category,ratings,no_of_ratings,discount_price_usd,actual_price_usd,discount_rate,agg_rating
0,4.2,4334.0,2.072538860103627,2.5304253524521028,18.095238095238088,18202.8
0,4.0,4073.0,2.0363899264971685,5.30184359561393,61.590909090909086,16292.0
0,3.8,1527.0,2.3376310398843234,3.000361489336065,22.088353413654623,5802.599999999999
0,4.4,3117.0,4.675262079768647,6.145318713097964,23.92156862745099,13714.800000000001
0,3.9,1190.0,10.832630437402097,36.136883961923125,70.02334111370457,4641.0
0,4.3,258.0,13.242559344499337,48.18652849740933,72.51812953238309,1109.3999999999999
0,4.6,265.0,7.097240631401374,14.447523798047959,50.87572977481234,1219.0
0,4.3,8067.0,3.0606097120134956,4.241474876491144,27.840909090909093,34688.1
0,4.0,2664.0,9.627665983853477,12.591878539583083,23.540669856459328,10656.0
1,4.2,32.0,64.94758404627063,180.6241715869382,64.04269513008673,134.4
0,3.4,61.0,3.373900469936137,24.087239426436923,85.99299649824911,207.4
0,3.9,1281.0,2.34968068441981,4.807808169658996,51.127819548872175,4995.9
0,4.3,14401.0,11.435112664176408,17.45993493191951,34.506556245686674,61924.299999999996
0,4.2,103.0,4.759609591517051,10.242197855163273,53.529411764705884,432.6
1,3.3,6.0,227.6298349198699,421.61706229666225,46.010288653901114,19.799999999999997
0,4.5,6653.0,14.073984817447887,14.941559224002892,5.8064516129032215,29938.5
0,3.8,2037.0,3.193155801903844,4.205325942884685,24.068767908309454,7740.599999999999
0,3.8,3417.0,6.012772623207616,12.037594890950718,50.05005005005005,12984.599999999999
0,3.9,4115.0,4.00048198578142,4.8198578141944814,16.999999999999996,16048.5
0,3.9,124.0,2.3014821062778648,3.602843716110375,36.12040133779264,483.59999999999997
0,4.3,29.0,2.0363899264971685,6.012772623207616,66.13226452905812,124.69999999999999
0,4.2,75.0,104.77165923605254,109.59151705024702,4.398020890599227,315.0
0,3.7,22.0,6.615254849981926,15.652488251596578,57.73672055427252,81.4
0,3.9,1073.0,5.2777443065429575,8.133510061453189,35.111111111111114,4184.7
0,4.3,400.0,10.832630437402097,31.630316905651284,65.75238095238096,1720.0
0,4.4,187.0,5.470538619110736,20.014459573442586,72.66706803130644,822.8000000000001
1,3.4,141.0,174.59934931919508,385.4681286902037,54.70459518599563,479.4
0,4.1,230.0,1.0724183636582723,2.0243402819616825,47.023809523809526,942.9999999999999
0,3.9,735.0,4.807808169658996,12.037594890950718,60.06006006006006,2866.5
0,4.8,43.0,42.14965658513074,53.0184359561393,20.5,206.4
1,3.7,14.0,144.4752379804796,301.1206169418002,52.02080832332933,51.800000000000004
0,3.7,20.0,5.410290396433306,20.47234606579106,73.57268981753973,74.0
0,4.1,446.0,4.458368478129896,4.807808169658996,7.268170426065165,1828.6
0,3.9,67.0,7.6515242800337395,12.037594890950718,36.43643643643644,261.3
0,4.3,3057.0,56.91047114110134,110.85672972647308,48.66304347826087,13145.1
0,4.0,2151.0,2.95216291119412,4.217375587420172,30.000000000000004,8604.0
0,3.8,66.0,10.832630437402097,28.907097240631405,62.52605252188411,250.79999999999998
1,4.0,18.0,1120.6169418002169,1649.5963369080614,32.067202337472615,72.0
2,4.3,111.0,15.278949270996506,21.38811905048801,28.563380281690144,477.29999999999995
2,4.4,3700.0,38.41426677913002,42.16170622966623,8.888253786796236,16280.000000000002
0,4.1,3932.0,3.120857934690927,15.652488251596578,80.06158583525789,16121.199999999999
0,4.0,123.0,3.7956380286781544,30.00361489336065,87.34939759036145,492.0
0,3.6,728.0,11.39896373056995,19.26738161224244,40.83802376485303,2620.8
0,4.3,175.0,17.339438486564646,54.22340040968792,68.02222222222223,752.5
0,4.3,13054.0,4.639113146162188,5.121098927581636,9.411764705882353,56132.2
0,4.0,37.0,5.241595372936499,31.317026147728644,83.26279338207003,148.0
0,4.2,2938.0,18.992408723942646,67.46595975418725,71.84890158956956,12339.6
0,4.1,175.0,20.59284251114592,36.136883961923125,43.01433811270424,717.4999999999999
1,4.2,34286.0,198.80708519098687,240.9808410651886,17.500875043752195,144001.2
1,4.3,2285.0,337.3779973490782,542.2219544523437,37.77861730260672,9825.5
0,4.1,45024.0,7.2177370767562365,10.832630437402097,33.37041156840934,184598.4
0,4.0,17.0,2.6388721532714787,6.289914447523799,58.04597701149425,68.0
0,4.3,425.0,34.931919508374506,55.36811664055911,36.90968443960827,1827.5
1,3.9,31.0,144.58368478129896,240.9808410651886,40.002000100005006,120.89999999999999
0,4.4,4358.0,11.001325460898904,13.375105434389686,17.74774774774775,19175.2
0,4.4,3164.0,3.711290516929751,5.30184359561393,29.999999999999993,13921.6
0,4.1,97.0,6.314013736594771,16.749005904325823,62.3021582733813,397.7
0,3.7,35.0,3.000361489336065,8.422701530304856,64.37768240343348,129.5
0,3.6,446.0,8.772141221833957,10.72418363658272,18.202247191011224,1605.6000000000001
0,4.3,80.0,23.44860826605615,31.268827569586698,25.009633911368017,344.0
0,3.7,44.0,3.1690565128328716,7.2177370767562365,56.093489148580964,162.8
2,3.7,904.0,5.615134353536571,5.90432582238824,4.897959183673476,3344.8
0,3.9,2144.0,2.2171345945294614,6.012772623207616,63.12625250501003,8361.6
0,4.2,62.0,1.9761417038197375,9.989155319918064,80.21712907117009,260.40000000000003
0,4.2,1212.0,3.4220990480780817,3.602843716110375,5.016722408026761,5090.400000000001
0,4.1,2751.0,2.1568863718520306,3.602843716110375,40.13377926421405,11279.099999999999
0,4.1,4127.0,20.62899144475238,33.13652247258706,37.74545454545455,16920.699999999997
0,3.7,149.0,3.494396915290999,8.422701530304856,58.51216022889844,551.3000000000001
0,4.2,6132.0,7.820219303530546,9.386673093143752,16.688061617458274,25754.4
0,4.2,927.0,3.7956380286781544,5.422340040968792,30.0,3893.4
0,3.8,1227.0,19.26738161224244,58.92276177852754,67.30061349693251,4662.599999999999
1,4.3,927.0,192.78226292324376,301.2290637426196,36.0014400576023,3986.1
2,4.4,143.0,13.495601879744548,16.869502349680687,20.00000000000001,629.2
0,4.3,6479.0,2.95216291119412,5.90432582238824,50.0,27859.699999999997
2,4.6,1834.0,24.099289070972407,25.665742860585613,6.103286384976524,8436.4
0,4.4,4769.0,3.3377515363296784,3.9161344740330164,14.769230769230775,20983.600000000002
0,4.4,3148.0,7.463308832389445,12.037594890950718,38.0,13851.2
0,4.3,34.0,4.108928786600796,12.037594890950718,65.86586586586587,146.2
0,3.9,1355.0,4.916254970478371,7.229786721291722,32.0,5284.5
0,4.3,12994.0,1.4459573442583444,2.711170020484396,46.66666666666667,55874.2
0,4.3,48.0,2.132787082781058,4.807808169658996,55.63909774436091,206.39999999999998
0,4.0,1548.0,9.627665983853477,36.136883961923125,73.35778592864288,6192.0
1,4.2,5597.0,108.43475117484034,228.94324617423788,52.636842105263156,23507.4
2,4.2,132.0,7.675623569104712,8.073261838775757,4.925373134328364,554.4
2,3.0,2.0,0.6910471141101339,2.590673575129534,73.32558139534882,6.0
1,4.1,395.0,228.9311965297024,289.17941920713344,20.834201425059383,1619.4999999999998
0,4.3,1208.0,14.447523798047959,14.580069887938306,0.9090909090909021,5194.4
1,4.4,2687.0,144.58368478129896,277.0213278708278,47.80774249673771,11822.800000000001
0,3.5,618.0,4.060730208458851,5.783829377033378,29.791666666666668,2163.0
0,4.4,390.0,5.494637908181709,12.037594890950718,54.35435435435435,1716.0000000000002
2,4.0,3.0,156.28388962525605,180.73261838775758,13.527568504566984,12.0
1,4.0,18.0,1747.0779612001447,2649.7168333534164,34.06548431105048,72.0
0,4.4,462.0,4.374020966381492,7.277985299433667,39.90066225165563,2032.8000000000002
0,3.8,930.0,3.000361489336065,7.2177370767562365,58.43071786310517,3534.0
1,4.2,36800.0,192.78226292324376,265.080130136161,27.273966998499944,154560.0
0,4.3,923.0,1.5785034341486928,3.602843716110375,56.187290969899664,3968.8999999999996
0,3.0,193.0,3.120857934690927,11.989396312808774,73.96984924623115,579.0
0,4.1,1017.0,4.434269189058923,8.916736956259792,50.27027027027028,4169.7
0,4.5,265.0,8.422701530304856,12.037594890950718,30.030030030030037,1192.5
2,4.4,115.0,3.5666947825039164,4.759609591517051,25.063291139240505,506.00000000000006
1,4.1,58.0,602.4701771297747,1204.8439571032654,49.995999599959994,237.79999999999998
0,4.3,297.0,3.2775033136522476,4.8198578141944814,31.999999999999996,1277.1
0,4.3,973.0,4.759609591517051,8.422701530304856,43.49070100143061,4183.9
0,4.0,1.0,19.255331967706955,25.304253524521027,23.904761904761898,4.0
0,4.2,3502.0,6.603205205446439,7.772020725388602,15.03875968992249,14708.400000000001
0,3.6,282.0,5.771779732497892,31.317026147728644,81.56983455175066,1015.2
0,4.1,16265.0,1.8164839137245452,3.373900469936137,46.160714285714285,66686.5
0,3.8,393.0,2.6268225087359927,8.422701530304856,68.81258941344778,1493.3999999999999
1,4.2,2131.0,301.2290637426196,602.3617303289553,49.991998399679936,8950.2
0,3.9,328.0,3.000361489336065,6.012772623207616,50.10020040080161,1279.2
0,3.8,116.0,7.2177370767562365,21.67731051933968,66.70372429127292,440.79999999999995
1,3.3,16.0,12.037594890950718,48.078081696589955,74.96240601503759,52.8
1,4.1,58.0,1084.455958549223,2409.808410651886,54.99824991249562,237.79999999999998
0,3.5,3.0,26.448969755392216,28.85889866248946,8.350730688935288,10.5
1,4.4,1834.0,578.3708880588023,849.4878901072419,31.91534631696904,8069.6
2,3.5,4.0,0.5551271237498494,2.590673575129534,78.57209302325583,14.0
0,4.1,252.0,2.5304253524521028,18.06241715869382,85.99066044029354,1033.1999999999998
0,3.4,231.0,3.000361489336065,30.06386311603808,90.02004008016033,785.4
0,3.3,71.0,12.037594890950718,36.136883961923125,66.68889629876625,234.29999999999998
1,4.6,29.0,685.5042776238101,1084.3475117484036,36.78186465162796,133.39999999999998
2,2.3,2.0,2.373779973490782,4.759609591517051,50.12658227848101,4.6
0,4.2,1194.0,0.3614893360645861,0.3976382696710447,9.090909090909088,5014.8
0,4.3,40140.0,6.012772623207616,24.099289070972407,75.05,172602.0
1,4.2,8290.0,469.92408723942646,602.4701771297747,22.000440008800176,34818.0
1,4.4,54.0,373.52693095553684,602.4701771297747,38.0007600152003,237.60000000000002
0,3.2,5.0,4.639113146162188,33.13652247258706,86.0,16.0
0,4.2,2372.0,17.07434630678395,36.136883961923125,52.750916972324106,9962.4
0,3.8,100.0,11.001325460898904,24.099289070972407,54.35,380.0
0,3.3,5.0,2.8678153994457167,12.037594890950718,76.17617617617617,16.5
0,3.7,18985.0,1.7953970357874445,6.012772623207616,70.14028056112225,70244.5
0,4.2,652.0,1.7471984576454995,2.4099289070972407,27.500000000000004,2738.4
0,4.6,4392.0,158.33232919628873,159.05530786841788,0.4545454545454462,20203.199999999997
0,4.0,439.0,20.47234606579106,81.9255331967707,75.01103103397558,1756.0
1,3.6,12.0,1445.8368478129896,3012.290637426196,52.002080083203325,43.2
1,3.2,12.0,253.04253524521027,324.1354380045789,21.933085501858734,38.400000000000006
0,4.0,2736.0,4.313772743704061,6.326063381130257,31.809523809523803,10944.0
2,5.0,1.0,6.169779491505,6.627304494517412,6.903636363636377,5.0
0,4.0,534.0,3.000361489336065,14.459573442583444,79.25,2136.0
1,4.2,47642.0,722.9666224846368,903.7112905169298,20.000266670222267,200096.4
0,3.9,216.0,3.2654536691167615,15.652488251596578,79.13779830638953,842.4
1,3.3,587.0,301.2290637426196,1000.0000000000001,69.87709362573804,1937.1
0,4.4,3793.0,12.95336787564767,26.497168333534162,51.114142792178264,16689.2
0,4.2,684.0,16.8574527051452,27.65393420894084,39.04139433551199,2872.8
0,4.4,2327.0,12.41113387155079,24.087239426436923,48.47423711855928,10238.800000000001
0,4.2,50.0,4.807808169658996,12.037594890950718,60.06006006006006,210.0
0,3.5,733.0,2.0363899264971685,20.66514037835884,90.14577259475219,2565.5
0,3.3,111.0,2.229184239064948,3.602843716110375,38.12709030100334,366.29999999999995
0,4.0,905.0,3.5546451379684303,60.236173032895536,94.09881976395279,3620.0
0,3.9,1026.0,2.891914688516689,18.06241715869382,83.98932621747832,4001.4
0,4.0,26549.0,8.338354018556453,36.136883961923125,76.92564188062688,106196.0
0,4.2,433.0,2.783467887697313,36.14893360645861,92.30000000000001,1818.6000000000001
0,3.6,21.0,1.0724183636582723,3.602843716110375,70.23411371237458,75.60000000000001
1,4.8,6.0,120.48439571032655,224.1113387155079,46.23904510995215,28.799999999999997
0,3.7,2812.0,7.2177370767562365,18.06241715869382,60.04002668445631,10404.4
0,3.6,293.0,5.771779732497892,31.317026147728644,81.56983455175066,1054.8
0,3.9,139.0,2.3978792625617547,6.012772623207616,60.120240480961925,542.1
0,4.4,11636.0,28.56970719363779,48.138329919267385,40.65081351689612,51198.4
0,4.3,12.0,38.20942282202675,132.97987709362576,71.26676332004351,51.599999999999994
0,4.6,111.0,26.76226051331486,30.78684178816725,13.072407045009783,510.59999999999997
0,4.2,3703.0,3.1449572237618995,6.012772623207616,47.69539078156313,15552.6
0,3.9,10.0,4.807808169658996,12.037594890950718,60.06006006006006,39.0
0,4.0,776.0,3.0485600674780096,4.205325942884685,27.507163323782237,3104.0
0,4.3,942.0,21.894204120978433,42.11350765152428,48.01144492131616,4050.6
0,4.2,5297.0,3.3130497650319315,18.06241715869382,81.6577718478986,22247.4
2,4.2,138.0,18.27931076033257,20.303651042294252,9.970326409495545,579.6
0,5.0,2.0,3.000361489336065,8.422701530304856,64.37768240343348,10.0
0,4.1,124.0,38.546812869020364,99.40956741776118,61.224242424242426,508.4
1,4.1,29.0,831.3049765031932,1138.6914086034462,26.994708994708994,118.89999999999999
0,3.8,300.0,6.00072297867213,21.68936016387517,72.33333333333334,1140.0
0,4.0,353.0,3.602843716110375,24.087239426436923,85.04252126063032,1412.0
1,4.5,3.0,15.062055669357754,22.894324617423788,34.21052631578948,13.5
2,3.5,3.0,28.557657549102302,47.59609591517051,40.00000000000001,10.5
0,3.6,838.0,2.0243402819616825,16.8574527051452,87.99142244460329,3016.8
0,3.0,1044.0,2.831666465839258,12.037594890950718,76.47647647647648,3132.0
0,3.9,1576.0,4.807808169658996,6.012772623207616,20.040080160320638,6146.4
0,4.2,872.0,4.7114110133751055,5.892276177852754,20.040899795501026,3662.4
0,4.4,7520.0,4.50656705627184,6.494758404627064,30.61224489795919,33088.0
2,5.0,1.0,22.773828172068924,25.304253524521027,10.0,5.0
0,3.4,121.0,3.602843716110375,24.087239426436923,85.04252126063032,411.4
2,4.6,3.0,8.181708639595133,9.627665983853477,15.01877346683354,13.799999999999999
1,4.2,92.0,397.62622002650926,722.9666224846368,45.000750012500205,386.40000000000003
0,4.3,318.0,4.205325942884685,21.641161585733222,80.56792873051225,1367.3999999999999
0,4.3,1036.0,3.602843716110375,4.518616700807327,20.26666666666667,4454.8
0,3.7,3359.0,28.25641643571515,33.67875647668394,16.100178890876553,12428.300000000001
2,3.9,5.0,69.67104470418123,77.1177250271117,9.656250000000002,19.5
0,4.1,7777.0,4.205325942884685,5.422340040968792,22.444444444444446,31885.699999999997
0,4.0,1601.0,1.7953970357874445,7.2177370767562365,75.12520868113522,6404.0
2,4.1,21.0,6.615254849981926,8.133510061453189,18.666666666666675,86.1
0,3.8,505.0,3.964333052174961,31.690565128328718,87.49049429657795,1919.0
0,3.8,3908.0,13.194360766357393,26.448969755392216,50.113895216400905,14850.4
0,4.2,1829.0,2.4099289070972407,3.9161344740330164,38.46153846153847,7681.8
0,4.3,5595.0,3.952283407639475,10.832630437402097,63.51501668520577,24058.5
0,3.5,204.0,4.205325942884685,12.037594890950718,65.06506506506507,714.0
1,4.2,8877.0,156.5248825159658,275.9368598626341,43.275109170305676,37283.4
0,4.3,443.0,5.964574045065671,15.652488251596578,61.893764434180135,1904.8999999999999
0,4.2,1677.0,2.5545246415230753,4.217375587420172,39.42857142857143,7043.400000000001
0,4.2,7860.0,3.602843716110375,4.205325942884685,14.326647564469914,33012.0
0,3.9,82.0,4.205325942884685,12.037594890950718,65.06506506506507,319.8
0,4.0,1140.0,4.687311724304133,12.037594890950718,61.06106106106106,4560.0
0,3.8,1011.0,30.59404747559947,51.80142185805519,40.93975343103048,3841.7999999999997
1,4.2,92.0,268.26123629352935,481.97373177491266,44.34110852771319,386.40000000000003
1,2.5,3.0,77.10567538257622,192.78226292324376,60.00375023438964,7.5
